Full Name,Nickname,Height,Weight,Reach,Stance,Date of Birth
Marcos Rogerio de Lima,Pezao,"6' 1""",253 lbs.,"75""",Orthodox,"Jun 25, 1985"
Marcos Vinicius,Vina,"5' 9""",125 lbs.,--,Orthodox,"Dec 05, 1979"
Marco Ruas,King of the Streets,"6' 1""",210 lbs.,--,Orthodox,"Jan 23, 1961"
Marco Tulio,Matuto,"6' 0""",185 lbs.,"74""",Orthodox,"Jun 13, 1994"
Marco Polo Reyes,,"5' 11""",155 lbs.,"71""",Orthodox,"Nov 07, 1984"
Marco Beltran,Psycho,"5' 8""",125 lbs.,"69""",Orthodox,"May 18, 1986"
Marcus Silveira,Conan,"6' 3""",242 lbs.,--,Orthodox,--
Marcus Kowal,,--,135 lbs.,--,,--
Marcus Aurelio,Maximus,"5' 10""",155 lbs.,"74""",Orthodox,"Aug 18, 1973"
Marcus Brimage,The Bama Beast,"5' 4""",135 lbs.,"71""",Southpaw,"Apr 06, 1985"
Marcus Jones,The Darkness,"6' 6""",265 lbs.,--,Orthodox,"Aug 15, 1973"
Marcus Bossett,The Grasshopper,"6' 1""",215 lbs.,--,Orthodox,--
Marcus Davis,The Irish Hand Grenade,"5' 10""",170 lbs.,"70""",Southpaw,"Aug 24, 1973"
Marcus McGhee,The Maniac,"5' 8""",135 lbs.,"69""",Orthodox,"May 07, 1990"
Marcus LeVesseur,The Prospect,"5' 9""",155 lbs.,"70""",Southpaw,"Jul 17, 1982"
Marcus Hicks,The Wrecking Ball,"5' 6""",155 lbs.,"64""",Southpaw,"Nov 25, 1975"
Marc Diakiese,Bonecrusher,"5' 10""",155 lbs.,"73""",Orthodox,"Mar 16, 1993"
Marc Cofer,,--,185 lbs.,--,,"Mar 03, 1972"
Marc Stevens,,"5' 9""",155 lbs.,--,,--
Maria Rios,,"5' 5""",125 lbs.,--,,"May 31, 1983"
Maria Oliveira,Spider-Girl,"5' 6""",115 lbs.,"69""",Orthodox,"Dec 12, 1996"
Maria Silva,Viuva Negra,"5' 3""",115 lbs.,"64""",Orthodox,"Dec 19, 1995"
Marilia Santos,Chocolate,"5' 4""",125 lbs.,--,Orthodox,"Dec 12, 1992"
Marina Rodriguez,,"5' 6""",115 lbs.,"65""",Orthodox,"Apr 29, 1987"
Marion Reneau,The Belizean Bruiser,"5' 6""",135 lbs.,"68""",Orthodox,"Jun 20, 1977"
Mario Bautista,,"5' 9""",135 lbs.,"69""",Switch,"Jul 01, 1993"
Mario Sousa,Coracao Valente,"6' 3""",185 lbs.,"79""",Orthodox,"Oct 20, 1996"
Mario Soto,Dr. Mario,"6' 0""",145 lbs.,--,,--
Mario Miranda,,"6' 3""",185 lbs.,"74""",Orthodox,"Jul 12, 1979"
Mario Piazzon,,"5' 9""",265 lbs.,"73""",Orthodox,"Apr 06, 1998"
Mario Pinto,,--,265 lbs.,--,,"Mar 14, 1998"
Mario Rivera,,"5' 10""",170 lbs.,--,,--
Mario Neto,Sukata,"6' 0""",229 lbs.,--,Orthodox,--
Mario Sperry,Zen Machine,"6' 2""",205 lbs.,--,Orthodox,"Sep 28, 1966"
Mariusz Ksiazkiewicz,The Iron Pol,"6' 3""",185 lbs.,"75""",Southpaw,"Oct 04, 1989"
Marius Enache,,"5' 11""",155 lbs.,--,,"Oct 16, 1975"
Marius Zaromskis,The Whitemare,"5' 9""",170 lbs.,--,Orthodox,"Jul 30, 1980"
Mariya Agapova,Money Mashka,"5' 6""",125 lbs.,"68""",Southpaw,"Apr 07, 1997"
Marko Damiani,,"6' 0""",170 lbs.,--,,--
Markus Perez,Maluko,"6' 1""",185 lbs.,"73""",Orthodox,"Jun 22, 1988"
Mark Bocek,,"5' 8""",155 lbs.,"75""",Orthodox,"Oct 24, 1981"
Mark Holst,Boots,"6' 0""",155 lbs.,--,Orthodox,"Aug 14, 1985"
Mark De La Rosa,Bumblebee,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 31, 1994"
Mark Climaco,,"5' 4""",125 lbs.,"65""",Southpaw,"Nov 06, 1997"
Mark Eddiva,,"5' 8""",145 lbs.,"68""",Orthodox,"Feb 16, 1986"
Mark Hall,,"6' 0""",190 lbs.,--,Orthodox,--
Mark Hughes,,"5' 9""",205 lbs.,--,Southpaw,"Oct 13, 1973"
Mark Striegl,Mugen,"5' 8""",145 lbs.,"70""",Southpaw,"Jun 23, 1988"
Mark Scanlon,,"5' 9""",170 lbs.,--,Orthodox,--
Mark Schultz,,"5' 9""",200 lbs.,--,Orthodox,--
Mark Hunt,Super Samoan,"5' 10""",265 lbs.,"72""",Orthodox,"Mar 23, 1974"
Mark Munoz,The Filipino Wrecking Machine,"6' 0""",185 lbs.,"71""",Orthodox,"Feb 09, 1978"
Mark Coleman,The Hammer,"6' 1""",205 lbs.,"75""",Orthodox,"Dec 20, 1964"
Mark Godbeer,The Hand Of,"6' 4""",240 lbs.,"77""",Orthodox,"Nov 22, 1983"
Mark Hominick,The Machine,"5' 8""",145 lbs.,"68""",Orthodox,"Jul 22, 1982"
Mark Madsen,The Olympian,"5' 8""",155 lbs.,"72""",Orthodox,"Sep 23, 1984"
Mark Cherico,The Pride of Bloomfield,"5' 7""",145 lbs.,"69""",Orthodox,"May 12, 1986"
Mark Kerr,The Smashing Machine,"6' 3""",266 lbs.,--,Switch,"Dec 21, 1968"
Mark Weir,The Wizard,"6' 2""",185 lbs.,--,Southpaw,"Sep 19, 1967"
Mark Dickman,Tricky,"5' 9""",145 lbs.,--,,"Jul 19, 1984"
Mark Vorgeas,,"5' 10""",135 lbs.,--,,--
Mark Robinson,White Rhino,"6' 0""",265 lbs.,--,Orthodox,--
Marloes Coenen,,"5' 9""",145 lbs.,"67""",,"Mar 31, 1981"
Marlon Vera,Chito,"5' 8""",135 lbs.,"70""",Switch,"Dec 02, 1992"
Marlon Moraes,Magic,"5' 6""",135 lbs.,"67""",Orthodox,"Apr 26, 1988"
Marlon Sims,,--,170 lbs.,--,,--
Marnic Mann,The Sawed-Off Savage,"5' 0""",115 lbs.,"64""",Southpaw,"Mar 05, 1993"
MarQuel Mederos,,"5' 10""",155 lbs.,"69""",Orthodox,"Nov 30, 1996"
Marques Daniels,,--,155 lbs.,--,,--
Martin Buday,Badys,"6' 4""",265 lbs.,"77""",Orthodox,"Nov 11, 1991"
Martin Buschkamp,,"5' 9""",145 lbs.,--,Orthodox,"Jan 06, 1991"
Martin Bravo,El Toro,"5' 8""",145 lbs.,"71""",Southpaw,"Sep 21, 1993"
Martin Sano,Spartan,"5' 11""",170 lbs.,"75""",Orthodox,"May 30, 1991"
Martin Svensson,,"6' 1""",155 lbs.,--,,"Apr 25, 1985"
Martin Kampmann,The Hitman,"6' 0""",170 lbs.,"72""",Orthodox,"Apr 17, 1982"
Martin Day,The Spartan,"5' 10""",145 lbs.,"73""",Orthodox,"Nov 10, 1988"
Marvin Eastman,The Beastman,"5' 9""",185 lbs.,"73""",Orthodox,"Jun 08, 1971"
Marvin Maldonado,The Bulldog,"5' 6""",135 lbs.,--,,--
Marvin Vettori,The Italian Dream,"6' 0""",185 lbs.,"74""",Southpaw,"Sep 20, 1993"
Maryna Moroz,Iron Lady,"5' 7""",125 lbs.,"67""",Orthodox,"Sep 08, 1991"
Masaaki Satake,,"6' 1""",220 lbs.,--,Orthodox,"Aug 17, 1965"
Masakatsu Funaki,,"6' 0""",185 lbs.,--,Southpaw,"Mar 13, 1969"
Masakatsu Okuda,,--,--,--,,--
Masakazu Imanari,,"5' 4""",139 lbs.,--,Southpaw,"Feb 10, 1976"
Masanori Kanehara,,"5' 7""",135 lbs.,"67""",Orthodox,"Nov 19, 1982"
Masanori Suda,,"5' 9""",183 lbs.,--,Orthodox,--
Masanori Tonooka,,"5' 8""",185 lbs.,--,Orthodox,--
Masio Fullen,Lobo,"5' 10""",145 lbs.,"70""",Orthodox,"Oct 06, 1986"
Mason Jones,Dragon,"5' 10""",155 lbs.,"74""",Orthodox,"Apr 26, 1995"
Mason Fowler,,"5' 11""",170 lbs.,--,,--
Masutatsu Yano,,"5' 9""",198 lbs.,--,Orthodox,"Jul 11, 1975"
Masuto Kawana,Mast,"5' 6""",145 lbs.,"69""",Orthodox,"Jan 30, 1995"
Matej Penaz,Money,"6' 3""",185 lbs.,"83""",Southpaw,"Oct 14, 1996"
Mateo Vogel,Carrapato,"5' 8""",145 lbs.,"71""",Orthodox,"Mar 05, 1996"
Mateusz Gamrot,Gamer,"5' 10""",155 lbs.,"70""",Southpaw,"Dec 11, 1990"
Mateusz Rebecki,,"5' 7""",155 lbs.,"66""",Southpaw,"Nov 03, 1992"
Mateus Mendonca,Bocao,"5' 6""",125 lbs.,"71""",Orthodox,"Jan 17, 1999"
Matheus Scheffel,Buffa,"6' 2""",205 lbs.,"75""",Orthodox,"Nov 04, 1992"
Matheus Nicolau,,"5' 6""",125 lbs.,"66""",Orthodox,"Jan 06, 1993"
Mats Nilsson,,"6' 1""",170 lbs.,--,Orthodox,"Dec 05, 1983"
Matthew Riddle,Deep Waters,"6' 1""",170 lbs.,"76""",Southpaw,"Jan 14, 1986"
Matthew Lopez,,"5' 7""",135 lbs.,"69""",Southpaw,"Jan 21, 1987"
Matthew Semelsberger,Semi The Jedi,"6' 1""",170 lbs.,"75""",Switch,"Nov 23, 1992"
Matthieu Duclos,,"6' 3""",185 lbs.,"77""",Orthodox,"Apr 04, 1995"
Matt Kovacs,300,"6' 0""",244 lbs.,--,Orthodox,--
Matt Andersen,,"6' 2""",230 lbs.,--,Southpaw,"May 29, 1971"
Matt Schnell,Danger,"5' 8""",125 lbs.,"70""",Orthodox,"Jan 15, 1990"
Matt Dwyer,,"6' 4""",170 lbs.,"76""",Orthodox,"Dec 17, 1989"
Matt Van Buren,Gutter,"6' 5""",205 lbs.,--,,"Jun 12, 1986"
Matt Helm,,--,155 lbs.,--,,--
Matt Horning,Horndog,"5' 4""",125 lbs.,--,,--
Matt Hughes,,"5' 9""",170 lbs.,"73""",Switch,"Oct 13, 1973"
Matt Lee,,"5' 11""",155 lbs.,--,Orthodox,--
Matt Lucas,Luke Duke,"6' 1""",205 lbs.,--,,--
Matt Dixon,Magic,"5' 10""",170 lbs.,"75""",Switch,"Oct 09, 1995"
Matt Mitrione,,"6' 3""",265 lbs.,"82""",Switch,"Jul 15, 1978"
Matt Arroyo,No Regard,"5' 10""",170 lbs.,"72""",Orthodox,"Sep 01, 1982"
Matt Pedro,,--,--,--,,--
Matt Ricehouse,,--,155 lbs.,--,,"Mar 11, 1987"
Matt Sayles,,"5' 7""",155 lbs.,"68""",Orthodox,"Feb 21, 1994"
Matt Secor,,"6' 0""",170 lbs.,--,,"Sep 26, 1986"
Matt Skelton,,"6' 3""",265 lbs.,--,Orthodox,"Jan 23, 1967"
Matt Horwich,Suave,"6' 1""",185 lbs.,--,Orthodox,"Oct 02, 1978"
Matt Hobar,The Crowbar,"5' 10""",135 lbs.,"70""",Southpaw,"Jan 07, 1987"
Matt Hamill,The Hammer,"6' 1""",205 lbs.,"76""",Orthodox,"Oct 05, 1976"
Matt Brown,The Immortal,"6' 0""",170 lbs.,"75""",Orthodox,"Jan 10, 1981"
Matt Lindland,The Law,"6' 0""",185 lbs.,"74""",Southpaw,"May 17, 1970"
Matt Ramirez,The Machine,"5' 5""",125 lbs.,--,,--
Matt Bessette,The Mangler,"5' 10""",145 lbs.,"70""",Orthodox,"Dec 28, 1984"
Matt Grice,The Real One,"5' 8""",145 lbs.,"70""",Orthodox,"Jul 29, 1981"
Matt Frevola,The SteamRolla,"5' 9""",155 lbs.,"71""",Orthodox,"Jun 11, 1990"
Matt Serra,The Terra,"5' 6""",170 lbs.,"68""",Orthodox,"Jun 02, 1974"
Matt Foki,Twin Tiger,"5' 7""",220 lbs.,--,Orthodox,--
Matt Veach,,"5' 11""",155 lbs.,--,Orthodox,"May 31, 1981"
Matt Wiman,,"5' 10""",155 lbs.,"68""",Orthodox,"Sep 19, 1983"
Maurice Eazel,,"5' 7""",135 lbs.,--,,--
Maurice Smith,,"6' 2""",221 lbs.,--,Orthodox,"Dec 13, 1961"
Maurice Mitchell,The AK Kid,"5' 9""",145 lbs.,--,Orthodox,"Jun 29, 1987"
Maurice Greene,The Crochet Boss,"6' 7""",258 lbs.,"80""",Orthodox,"Jul 05, 1986"
Mauricio Alonso,,"6' 2""",170 lbs.,--,,"Feb 27, 1980"
Mauricio Ruffy,,"5' 11""",155 lbs.,"75""",Orthodox,"Jun 17, 1996"
Mauricio Rua,Shogun,"6' 1""",205 lbs.,"76""",Orthodox,"Nov 25, 1981"
Maximo Blanco,Maxi,"5' 8""",145 lbs.,"71""",Orthodox,"Oct 16, 1983"
Maxim Grishin,Maximus,"6' 3""",205 lbs.,"78""",Orthodox,"May 02, 1984"
Max Holloway,Blessed,"5' 11""",145 lbs.,"69""",Orthodox,"Dec 04, 1991"
Max Mustaki,,"6' 0""",155 lbs.,--,Orthodox,"Nov 07, 1987"
Max Griffin,Pain,"5' 11""",170 lbs.,"76""",Orthodox,"Nov 29, 1985"
Max Martyniouk,Payne,--,155 lbs.,--,,--
Max Rohskopf,Rated R,"6' 1""",155 lbs.,"71""",Orthodox,"Sep 27, 1994"
Mayana Kellem,,"5' 5""",135 lbs.,--,Orthodox,"Jul 07, 1981"
Maycee Barber,The Future,"5' 5""",125 lbs.,"65""",Switch,"May 18, 1998"
Mayra Bueno Silva,Sheetara,"5' 6""",135 lbs.,"66""",Orthodox,"Aug 22, 1991"
Megan Anderson,,"6' 0""",145 lbs.,"72""",Orthodox,"Feb 11, 1990"
Megumi Fujii,Mega Megu,"5' 3""",113 lbs.,--,,"Apr 26, 1974"
Mehdi Baghdad,The Sultan,"6' 1""",155 lbs.,--,Orthodox,"Apr 13, 1985"
Melchor Manibusan,Barracuda,"5' 5""",154 lbs.,--,Southpaw,"Dec 27, 1976"
Melinda Fabian,,"5' 6""",125 lbs.,"66""",Orthodox,"Jun 25, 1987"
Melissa Gatto,,"5' 5""",135 lbs.,"69""",Orthodox,"May 02, 1996"
Melissa Mullins,No Mess,"5' 7""",135 lbs.,"68""",Orthodox,"Jul 23, 1991"
Melissa Martinez,Super Mely,"5' 2""",115 lbs.,"66""",Southpaw,"Aug 18, 1997"
Melquizael Costa,Melk Cauthy,"5' 10""",145 lbs.,"71""",Southpaw,"Sep 14, 1996"
Melsik Baghdasaryan,The Gun,"5' 9""",145 lbs.,"70""",Southpaw,"Jan 28, 1992"
Melton Bowen,The Punisher,"6' 0""",225 lbs.,--,Orthodox,"Jul 16, 1969"
Melvin Manhoef,No Mercy,"5' 9""",185 lbs.,--,Orthodox,"May 11, 1976"
Melvin Guillard,The Young Assassin,"5' 9""",155 lbs.,"71""",Orthodox,"Mar 30, 1983"
Merab Dvalishvili,The Machine,"5' 6""",135 lbs.,"68""",Orthodox,"Jan 10, 1991"
Merritt Warren,,"5' 10""",155 lbs.,--,Southpaw,--
Micah Miller,Maverick,"6' 0""",145 lbs.,--,Orthodox,"Feb 14, 1987"
Michael Bravo,,--,155 lbs.,--,,--
Michael Byrnes,,"5' 11""",155 lbs.,--,,"Jul 17, 1990"
Michael Diaz,,--,260 lbs.,--,,--
Michael Graves,,"5' 10""",170 lbs.,"71""",Orthodox,"Jan 08, 1991"
Michael Knaap,Hammer,"6' 2""",220 lbs.,--,Orthodox,"Feb 27, 1984"
Michael Imperato,,"5' 7""",135 lbs.,"66""",Switch,"Sep 01, 1989"
Michael Chandler,Iron,"5' 8""",155 lbs.,"71""",Orthodox,"Apr 24, 1986"
Michael Cora,Kookie Monster,"6' 1""",170 lbs.,"77""",Southpaw,"Aug 24, 1989"
Michael Kuiper,,"6' 0""",185 lbs.,"73""",Orthodox,"Jun 07, 1989"
Michael Lerma,,--,--,--,,--
Michael Mangan,,--,155 lbs.,--,,--
Michael Chiesa,Maverick,"6' 1""",170 lbs.,"75""",Southpaw,"Dec 07, 1987"
Michael McDonald,Mayday,"5' 9""",135 lbs.,"70""",Orthodox,"Jan 15, 1991"
Michael McBride,,"6' 1""",155 lbs.,--,Orthodox,"Mar 09, 1986"
Michael Morales,,"6' 0""",170 lbs.,"79""",Orthodox,"Jun 24, 1999"
Michael Patt,,"6' 0""",205 lbs.,--,Orthodox,--
Michael McDonald,The Black Sniper,"5' 11""",205 lbs.,--,Orthodox,"Feb 06, 1965"
Michael Bisping,The Count,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 28, 1979"
Michael Lombardo,The Don,"6' 0""",170 lbs.,"72""",Orthodox,"Apr 03, 1990"
Michael Trizano,The Lone Wolf,"5' 11""",145 lbs.,"71""",Orthodox,"Dec 31, 1991"
Michael Johnson,The Menace,"5' 10""",155 lbs.,"73""",Southpaw,"Jun 04, 1986"
Michael Aswell,The Texas Kid,"5' 8""",145 lbs.,"69""",Orthodox,"Sep 27, 2000"
Michael Page,Venom,"6' 3""",170 lbs.,"79""",Switch,"Apr 07, 1987"
Michal Oleksiejczuk,Hussar,"6' 0""",185 lbs.,"74""",Southpaw,"Feb 22, 1995"
Michal Figlak,Mad Dog,"5' 10""",155 lbs.,"70""",Orthodox,"Aug 15, 1996"
Michal Martinek,,"6' 2""",230 lbs.,--,Southpaw,"Apr 19, 1990"
Micheal Gillmore,The Gentleman,"5' 11""",170 lbs.,"72""",Orthodox,"Mar 28, 1987"
Michelle Maher,,--,145 lbs.,--,,--
Michelle Waterson-Gomez,The Karate Hottie,"5' 3""",115 lbs.,"62""",Orthodox,"Jan 06, 1986"
Michel Batista,,"6' 3""",260 lbs.,--,Orthodox,"Apr 20, 1984"
Michel Pereira,Demolidor,"6' 1""",185 lbs.,"73""",Orthodox,"Oct 06, 1993"
Michel Quinones,El Capo,"5' 10""",155 lbs.,"73""",Orthodox,"Dec 22, 1984"
Michel Prazeres,Tractor,"5' 6""",170 lbs.,"67""",Orthodox,"Jul 25, 1981"
Michihiro Omigawa,,"5' 6""",145 lbs.,"68""",Orthodox,"Dec 19, 1975"
Michinori Tanaka,,"5' 5""",135 lbs.,"67""",Orthodox,"Oct 04, 1990"
Michiyoshi Ohara,,"5' 10""",205 lbs.,--,Orthodox,--
Mickael Lebout,Ragnar,"5' 11""",155 lbs.,"73""",Orthodox,"Aug 16, 1987"
Mickey Gall,,"6' 2""",170 lbs.,"74""",Switch,"Jan 22, 1992"
Mick Parkin,,"6' 4""",265 lbs.,"79""",Orthodox,"Oct 02, 1995"
Micol Di Segni,,"5' 3""",115 lbs.,"60""",Orthodox,"Dec 29, 1987"
Miesha Tate,Cupcake,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 18, 1986"
Miguel Baeza,Caramel Thunder,"6' 2""",170 lbs.,"74""",Orthodox,"Aug 23, 1992"
Miguel Cosio,,"6' 4""",205 lbs.,--,,--
Miguel Linares,,--,--,--,,--
Miguel Torres,,"5' 9""",135 lbs.,"76""",Orthodox,"Jan 18, 1981"
Miika Mehmet,,--,205 lbs.,--,Orthodox,--
Mikey Gonzalez,Rolls,"5' 11""",155 lbs.,"74""",Orthodox,"Aug 13, 1985"
Mikey Burnett,The Eastside Assassin,"5' 6""",170 lbs.,--,Orthodox,"Apr 12, 1974"
Mike Altman,,"5' 10""",185 lbs.,--,Orthodox,--
Mike Bencic,Batman,"6' 0""",215 lbs.,--,Orthodox,--
Mike Davis,Beast Boy,"6' 0""",155 lbs.,"72""",Orthodox,"Oct 07, 1992"
Mike Rhodes,Biggie,"6' 1""",170 lbs.,"74""",Orthodox,"Dec 04, 1989"
Mike Brown,,"5' 6""",145 lbs.,"70""",Orthodox,"Sep 08, 1975"
Mike Budnik,,"5' 9""",145 lbs.,"68""",Orthodox,"Aug 08, 1974"
Mike Ciesnolevicz,,"6' 0""",235 lbs.,--,Orthodox,"Oct 28, 1979"
Mike Cook,,"6' 1""",205 lbs.,--,Orthodox,--
Mike Seal,Crazy Boy,"6' 4""",185 lbs.,--,Orthodox,--
Mike Davis,,--,--,--,,--
Mike de la Torre,El Cucuy,"5' 11""",145 lbs.,"71""",Orthodox,"Sep 22, 1986"
Mike Moreno,El Palo Duro,"6' 0""",185 lbs.,--,,--
Mike French,,"5' 10""",145 lbs.,--,,"May 29, 1975"
Mike Glenn,,--,205 lbs.,--,,"Oct 09, 1977"
Mike Grundy,,"5' 7""",145 lbs.,"72""",Orthodox,"Jan 03, 1987"
Mike Hayes,,"6' 4""",230 lbs.,--,Orthodox,--
Mike Aina,Iron,"5' 9""",155 lbs.,--,Orthodox,--
Mike Joy,,"5' 6""",155 lbs.,--,Southpaw,"Jul 18, 1985"
Mike Wessel,Juggernaut,"6' 0""",260 lbs.,--,Orthodox,"Dec 02, 1977"
Mike King,,"6' 3""",185 lbs.,--,,"Aug 04, 1983"
Mike Lullo,,"5' 8""",145 lbs.,--,Orthodox,"Jul 24, 1979"
Mike Kyle,MAK,"6' 4""",205 lbs.,"77""",Orthodox,"Mar 31, 1980"
Mike Polchlopek,Mike Barton,"6' 4""",285 lbs.,--,Orthodox,"Dec 27, 1965"
Mike Minniger,,--,--,--,,--
Mike Breeden,Money,"5' 10""",155 lbs.,"70""",Orthodox,"Apr 21, 1989"
Mike Nickels,,"6' 4""",205 lbs.,--,Orthodox,"Dec 13, 1971"
Mike Pierce,,"5' 8""",170 lbs.,"71""",Orthodox,"Sep 01, 1980"
Mike Perry,Platinum,"5' 10""",170 lbs.,"71""",Orthodox,"Sep 15, 1991"
Mike Malott,Proper,"6' 1""",170 lbs.,"73""",Orthodox,"Nov 07, 1991"
Mike Pyle,Quicksand,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 18, 1975"
Mike Swick,Quick,"6' 1""",170 lbs.,"77""",Orthodox,"Jun 19, 1979"
Mike Russow,,"6' 1""",255 lbs.,"73""",Orthodox,"Sep 11, 1976"
Mike Santiago,,"5' 10""",145 lbs.,"69""",Orthodox,"Jul 28, 1989"
Mike Dolce,Skull Cracker,"5' 11""",185 lbs.,--,,"Apr 15, 1976"
Mike Rodriguez,Slo Mike,"6' 4""",205 lbs.,"82""",Southpaw,"Nov 28, 1988"
Mike Stumpf,,"5' 10""",170 lbs.,--,,"Aug 01, 1986"
Mike Campbell,The Beast,"5' 9""",155 lbs.,--,Southpaw,--
Mike Bronzoulis,The Greek,"6' 0""",155 lbs.,--,,"Jan 05, 1979"
Mike Easton,The Hulk,"5' 6""",135 lbs.,"70""",Southpaw,"Jan 25, 1984"
Mike Guymon,The Joker,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 17, 1974"
Mike Richman,The Marine,"5' 8""",135 lbs.,--,,"Jun 23, 1985"
Mike Ricci,The Martian,"6' 0""",155 lbs.,"76""",Southpaw,"Mar 18, 1986"
Mike Massenzio,The Master of Disaster,"6' 2""",185 lbs.,"73""",Southpaw,"Nov 01, 1982"
Mike Bourke,The Rhino,"6' 0""",275 lbs.,--,Orthodox,--
Mike Jackson,The Truth,"6' 2""",170 lbs.,"74""",Orthodox,"Mar 22, 1985"
Mike Wilkinson,The Warrior,"5' 7""",145 lbs.,"66""",Orthodox,"Sep 15, 1987"
Mike Rio,The Wolverine,"5' 10""",155 lbs.,"70""",Orthodox,"Jul 06, 1981"
Mike van Arsdale,,"6' 2""",205 lbs.,--,Switch,"Jun 20, 1965"
Mike Whitehead,,"6' 1""",205 lbs.,--,Orthodox,"Jun 29, 1981"
Mike Zichelle,,--,205 lbs.,--,,--
Mikhail Iloukhine,,"5' 9""",205 lbs.,--,Orthodox,"Nov 21, 1966"
Mikheil Sazhiniani,Spartan,"6' 0""",205 lbs.,"71""",Orthodox,"Oct 05, 1996"
Miki Motono,,"5' 2""",115 lbs.,"63""",Southpaw,"May 18, 1994"
Milana Dudieva,,"5' 3""",135 lbs.,--,Orthodox,"Aug 04, 1989"
Milco Voorn,,--,220 lbs.,--,Orthodox,--
Miles Johns,Chapo,"5' 7""",135 lbs.,"66""",Orthodox,"Mar 30, 1994"
Miles McDonald,,"5' 7""",115 lbs.,--,,"Aug 13, 1991"
Milton Vieira,Miltinho,"6' 0""",145 lbs.,--,Orthodox,"Oct 04, 1978"
Minoki Ichihara,,"5' 7""",178 lbs.,--,Orthodox,--
Minoru Toyonaga,,"5' 11""",195 lbs.,--,Southpaw,--
MinWoo Kim,Korean MOAI,"5' 8""",135 lbs.,"72""",Orthodox,"Jul 21, 1993"
Min Soo Kim,,"6' 1""",255 lbs.,--,Southpaw,"Jan 22, 1975"
Miranda Granger,Danger,"5' 7""",115 lbs.,"68""",Orthodox,"Apr 13, 1992"
Miranda Maverick,Fear The,"5' 3""",125 lbs.,"65""",Southpaw,"Jul 01, 1997"
Mirko Filipovic,Cro Cop,"6' 2""",230 lbs.,"73""",Southpaw,"Sep 10, 1974"
Mirsad Bektic,,"5' 8""",145 lbs.,"70""",Orthodox,"Feb 16, 1991"
Misha Cirkunov,,"6' 3""",205 lbs.,"77""",Orthodox,"Feb 27, 1987"
Mitchell Sipe,No Dice,"6' 2""",245 lbs.,--,Orthodox,"Apr 09, 1996"
Mitch Clarke,Danger Zone,"5' 10""",155 lbs.,"73""",Orthodox,"Nov 24, 1985"
Mitch Gagnon,,"5' 5""",135 lbs.,"65""",Southpaw,"Oct 10, 1984"
Mitch Ramirez,,"5' 11""",155 lbs.,"71""",Orthodox,"Nov 03, 1992"
Mitch Raposo,,"5' 5""",125 lbs.,"64""",Switch,"Oct 16, 1998"
Mitch Whitesel,,"5' 9""",185 lbs.,--,,"Jul 12, 1981"
Mitsuhiro Ishida,The Endless Warrior,"5' 6""",154 lbs.,--,Southpaw,"Dec 29, 1978"
Mizuto Hirota,Pugnus,"5' 7""",155 lbs.,"67""",Orthodox,"May 05, 1981"
Modestas Bukauskas,The Baltic Gladiator,"6' 3""",205 lbs.,"78""",Switch,"Feb 10, 1994"
Mohammad Yahya,The UAE Warrior,"5' 9""",155 lbs.,"73""",Switch,"May 23, 1994"
Mohammed Usman,The Motor,"6' 2""",239 lbs.,"79""",Orthodox,"Apr 01, 1989"
Moise Rimbon,Swamp,"5' 10""",205 lbs.,--,Orthodox,"Apr 20, 1977"
Molly McCann,Meatball,"5' 4""",115 lbs.,"62""",Orthodox,"May 04, 1990"
Montana De La Rosa,,"5' 7""",125 lbs.,"68""",Orthodox,"Feb 14, 1995"
Montel Jackson,Quik,"5' 10""",135 lbs.,"75""",Southpaw,"Apr 24, 1992"
Montserrat Conejo Ruiz,,"5' 0""",115 lbs.,"61""",Southpaw,"Feb 03, 1993"
Montserrat Rendon,Monster,"5' 8""",135 lbs.,"68""",Orthodox,"Mar 16, 1989"
Morgan Charriere,The Last Pirate,"5' 8""",145 lbs.,"69""",Orthodox,"Oct 26, 1995"
Mostapha Al-Turk,,"6' 2""",245 lbs.,"77""",Orthodox,"Jul 14, 1973"
Moti Horenstein,,"6' 4""",230 lbs.,--,Orthodox,--
Motoki Miyazawa,,"5' 11""",168 lbs.,--,Southpaw,--
Motonobu Tezuka,,"5' 7""",135 lbs.,--,Southpaw,"Aug 29, 1987"
Mounir Lazzez,The Sniper,"6' 1""",170 lbs.,"76""",Orthodox,"Nov 16, 1987"
Movsar Evloev,,"5' 7""",145 lbs.,"72""",Orthodox,"Feb 11, 1994"
Mo Miller,Moshow,"5' 8""",135 lbs.,"72""",Orthodox,"Aug 10, 1992"
Muhammad Naimov,Hillman,"5' 9""",145 lbs.,"70""",Orthodox,"Aug 07, 1994"
Muhammad Mokaev,The Punisher,"5' 7""",125 lbs.,"70""",Orthodox,"Jul 30, 2000"
Muhammed Lawal,King Mo,"6' 0""",205 lbs.,"78""",Southpaw,"Jan 11, 1981"
Muhsin Corbbrey,,"5' 10""",155 lbs.,--,Orthodox,"May 18, 1978"
Muin Gafurov,Tajik,"5' 7""",135 lbs.,"68""",Southpaw,"May 17, 1996"
Murad Chunkaiev,,"5' 11""",185 lbs.,--,Orthodox,--
